review,sentiment
"What kind I say about this movie. well for starters, I thought that this film was okay, not the greatest not worst. I said this cause I thought that the script was great and original, really different and refreshing. Now I wouldn't say that it's the greatest film that I've seeing cause of the acting. The actors that played each role, seems that they played them without emotions, as if they took the life out of them. When the wife laughed or cried, this didn't look real to me for some reason, that's just an example, but sincerely all the characters didn't act real at all. I wish I could say more positive things about this film so you guys can see it at least once but how can I do that since I know that I'm not going to see this movie again. I rented this film from the library of my school, without hearing anything about the film itself or the director. I took a chance because the story that was describe on the back sounded really interesting and it really was.",positive
"Today I found ""They All Laughed"" on VHS on sale in a rental. It was a really old and very used VHS, I had no information about this movie, but I liked the references listed on its cover: the names of Peter Bogdanovich, Audrey Hepburn, John Ritter and specially Dorothy Stratten attracted me, the price was very low and I decided to risk and buy it. I searched IMDb, and the User Rating of 6.0 was an excellent reference. I looked in ""Mick Martin & Marsha Porter Video & DVD Guide 2003"" and  wow  four stars! So, I decided that I could not waste more time and immediately see it. Indeed, I have just finished watching ""They All Laughed"" and I found it a very boring overrated movie. The characters are badly developed, and I spent lots of minutes to understand their roles in the story. The plot is supposed to be funny (private eyes who fall in love for the women they are chasing), but I have not laughed along the whole story. The coincidences, in a huge city like New York, are ridiculous. Ben Gazarra as an attractive and very seductive man, with the women falling for him as if her were a Brad Pitt, Antonio Banderas or George Clooney, is quite ridiculous. In the end, the greater attractions certainly are the presence of the Playboy centerfold and playmate of the year Dorothy Stratten, murdered by her husband pretty after the release of this movie, and whose life was showed in ""Star 80"" and ""Death of a Centerfold: The Dorothy Stratten Story""; the amazing beauty of the sexy Patti Hansen, the future Mrs. Keith Richards; the always wonderful, even being fifty-two years old, Audrey Hepburn; and the song ""Amigo"", from Roberto Carlos. Although I do not like him, Roberto Carlos has been the most popular Brazilian singer since the end of the 60's and is called by his fans as ""The King"". I will keep this movie in my collection only because of these attractions (manly Dorothy Stratten). My vote is four.<br /><br />Title (Brazil): ""Muito Riso e Muita Alegria"" (""Many Laughs and Lots of Happiness"")",negative
"Proof why Hollywood conventions are in place. Stale dialogue, underdeveloped and flat characters and a disjointed storyline are only part of the problems with this gangster classic wannabe. An attempt to be daring and different but this appears to be a slap-together attempt at recreating the magic of Arthur Penn 's Bonnie and Clyde (1967) and George Roy Hill 's Butch Cassidy and the Sundance Kid (1969)- truly innovative filmmakers and films - but falling well below the bar. Problems with storylines being self-explanatory result in the need for a voiceover to explain problem sections. The editing appears again to be an attempt to duplicate the previous classics but is occasionally disjointed and cause more problems for me technically. Unnecessary shots are thrown in to justify the filming of them but would have better served the viewer by sitting on the cutting room floor. Stills, black & white montages and period music are thrown in from time to time in attempts to either be different or to cover up for scenes that can't transition well or to replace scenes that just didn't work at all and again are reminiscent of Butch Cassidy and the Sundance Kid (1969).<br /><br />Overly dramatic pauses between sentences, random shots of surrounding scenery that wasn't needed for storytelling plus over-the-top acting of bit players and supporting actors was reminiscent of the backyard camcorder directors of the late 1980's - I was left wondering who was in charge of this film during production and during post-production. The playing of music in most two shots and close-ups and then suddenly stopping in wide shots overly emphasized a weak musical score. No sound editing was drastically apparent as the bulk of the film was gunshots, doors, footsteps and dialogue (a style used in the late 60's through the mid-70's by new directors) but lacking background noise causing it to seem artificial - particularly the tire squeaks on dirt roads. In my honest opinion the biggest problem of all is there are no 'likeable' characters for the audience to route for nor were we lead to see as the protagonists of the story. Neither the gangsters nor the lawmen were characters I wanted to see win and neither were focused on as the 'hero'- a necessity for any story to work for me. We know from Penn's and Hill's movies who the 'heroes' are. Even though they are criminals, we like them and want to see them get away. I could care less who was on the screen in this film. I got the impression that John Milius was trying to give off a non-historically accurate reenactment documentary of the events surrounding John Dillenger's life from June 1933 to July 1934 (his death).<br /><br />To be fair, there are some moments of good solid storytelling, which are moments that shine forth brightly from the dark and dismal canister in which this film sits. John Milius gets better thankfully in future films where he doesn't seem to try to 'copy' other filmmakers. Dillinger (1973) isn't a total waste as many stars and famous faces who were at the cusp of breaking out are involved with this directorial 'big budget' debut, but wait for it on a classic movie channel rather than spending money to rent or buy.<br /><br />",negative
"When the circus comes to town and places the lion's cage directly over Bugs Bunny's home, Bugs ends up somewhere in the range right between freaked out and intrepid. Despite the title ""Acrobatty Bunny"", it's only at the end when Bugs and the lion perform acrobatics. But even leading up to that, it's quite funny what Bugs does to escape getting eaten; somehow, he always manages to use the other character's weakness against him, and then pull any convenient object out of thin air! Bugs later ended up in the circus in ""Big Top Bunny"". I liked this one better, as the latter got drug down a little bit by giving the antagonist an Eastern European accent (I know that it was during the Cold War, but still). I recommend this one.<br /><br />And with the end, we can affirm that it'll never be Aloha Oe for this cartoon.",positive
"Maria Braun is an extraordinary woman presented fully and very credibly, despite being so obtuse as to border on implausibility. She will do everything to make her marriage work, including shameless opportunism and sexual manipulation. And thus beneath the vicey exterior, she reveals a rather sweet value system. The film suffers from an abrupt and unexpected ending which afterwards feels wholly inadequate, with the convenience familiar from ending your school creative writing exercise with 'and then I woke up'. It is also book-ended at the other end with the most eccentric title sequence I've ever seen, but don't let any of that put you off.",positive
"In Mississippi, the former blues man Lazarus (Samuel L. Jackson) is in crisis, missing his wife that has just left him. He finds the town slut and nymphomaniac Rae (Chritina Ricci) dumped on the road nearby his little farm, drugged, beaten and almost dead. Lazarus brings her home, giving medicine and nursing and nourishing her like a father, keeping her chained to control her heat. When her boyfriend Ronnie (Justin Timberlake) is discharged from the army due to his anxiety issue, he misunderstands the relationship of Lazarus and Rae, and tries to kill him.<br /><br />""Black Snake Moan"" is a weird tale of faith, hope, love and blues. The gifted Christina Ricci has an impressive performance in the role of a young tramp abused since her childhood by her father and having had sex with the whole town where she lives. It is amazing the versatility of this actress, and probably this is the most mature work that I have seen Christina Ricci perform. Samuel L. Jackson has also a fantastic performance in the role of Lazarus. The soundtrack is one of the most beautiful I have ever heard in a movie, with wonderful blues. My vote is eight.<br /><br />Title (Brazil): ""Entre o Céu e o Inferno"" (""Between the Heaven and the Hell"")",positive
"This is just a joke of a movie,they lost me already at the opening scene (Spoilerwarning) dangerous creature kills other creature in his cage,this is watched by a scientist that works there on a monitor and guess what she does,well lets go in to the cage to check the stuff out,omg how dumb do those writers think human beings are come on thats the same like jumping in a fish tank with a great white shark because it ate your goldfish...Pretty useless and even more dumber.And i will not even talk about the cast because they aren't worth the effort. why they didn't fired the guy that wrote that immediately is a mystery to me.....And this kinda dumbness continues the entire movie. Only good thing where the cgi that is better then average for these kinda low-budget movies.<br /><br />If these kinda things don't bother you go see it,but be warned if your IQ is above 60 you will probably hate it.",negative
"I saw this on a screener DVD a couple months before it was released.<br /><br />I liked the main characters and the overall story but some scenes are pretty sloppy and confusing. The sets were fitting but a few just looked like left overs from Freaks & Geeks or reminded me of a cell phone commercial shot in a middle class home. Definitely not what the DVD cover claims, ""Destined to be the next stoner classic"", hardly.<br /><br />Wardrobe and hairstyles are done well and yes, there are some really pretty girls in this, always nice to see a good looking cast.<br /><br />Almost every scene contained guitar that just droned on and on. Sound design was a bit poor. I think less would have been best.",negative
"Working in a music store, my collegue first tipped me this soundtrack. The music of this movie is perfect. One of my favorite CD's. Only years later I saw the movie, I was afraid it would not fulfill my high expectations, luckily it did. A feel good romantic love story.",positive
"Marion Davies stars in this remarkable comedy ""Show People"" released by MGM in 1928. Davies plays a hick from Savannah, Georgia, who arrives in Hollywood with her father (Dell Henderson). The jalopy they arrive in is a hoot - as is Davies outrageous southern costume. Davies lands a job in slapstick comedy, not what she wants, but it brings her success. She meets fellow slapstick star William Haines, who is immediately smitten with her. Well, Davies then gets a job at a more prestigious studio (""High Art Studios"") and lands a job in stuffy period pieces. A handsome but fake actor (Andre Telefair) shows her the ropes of how to be the typical pretentious Hollywood star. Davies abandons her slapstick friend and father for the good life, but of course learns that is not who she really is. Marion Davies is wonderful throughout, as she - outrageously - runs the gamut of emotions required of a ""serious"" actress. William Haines is his usual wonderful comedic self, and there are cameos by Charles Chaplin, John Gilbert, and other famous stars of the day, including the director of the film, King Vidor. This is a silent film with a few ""sound effects"" as sound pictures were just coming into their own. A treasure of a film.",positive
"Did Sandra (yes, she must have) know we would still be here for her some nine years later?<br /><br />See it if you haven't, again if you have; see her live while you can.",positive
"Sure, I like some indie films. A lot, actually. I don't always understand them, and that's okay. Not all of them were meant to be understood, especially by mainly main-stream people like me. I'm probably showing my ignorance, but I'm still puzzled why 'Book of Revelation' is called that. I love those end-of-world stories and the only thing I could see similar to the end of the world and this film was the torture it took to get through this. I'm not talking about the subject matter; perhaps I've been subdued from all the other torture/porn I've seen. It was just the incredibly slow story, one hour 15 minute material stretched for nearly two hours. (Major spoilers lie ahead) Hetero-man dancer gets abducted, seduced and raped six ways from Sunday, or in this case 12 days, by three hooded women. Upon his release, after his somewhat distraught dancer/girlfriend barely flinches (other than dropping a glass) after wondering which she missed more: him or the cigarettes she originally sent him for upon abduction. Still in a state of reasonable shock, he refuses to talk, and she goes on to work without so much a hug as if nothing happened and he takes a well needed shower. Problem. As much as he's tormented through the flashbacks to his, uh, ""attacks,"" he's as equally aroused. Granted, I haven't been bound and used as a plaything, but I doubt I would really ""be in the mood."" Oh, I forgot, and how does he try and solve this crime? Sleep with as many women as he can to try and spot the birthmarks or tats the criminals had. I see where they're going with it  show a gang rape from the male POV. Fine, twist notwithstanding, you could never feel for this guy. Only saving grace was the good acting of the LifetimeTV Dancer/Cancer Instructor. But even she couldn't save the film.",negative
"this movie may not have seemed like much to some people but it had everything i look for in a comedy. fall down funny moments accompanied by a moment or two of seriously moving scenes, great actors, and pretty much everything a good movie is supposed to be like. despite David spade playing his usual snobby character he made this role into an unusual performance which i don't think he had ever exceeded until he hit the screen with Joe dirt. regardless of whether or not some people were not Chris Farley fans i saw this film when it came out and my friends and i still talk about it... 11 years later. this movie was what finally told me that Chris Farley was the real deal. he is the best comedian i have seen in my life. in the words of some he could be clumsy, clever, funny, serious, crazy, sober, and moving or depressing at the same time. not the same words but the message is all that counts. one of the true great actors of our time, and one of the true great comedy's of all time. along with good acting, good story, hilarious moments, serious scenes that at times brought me to tears. this movie stands atop the hordes as a movie that marked the beginning of a brief reign at the top of the comedy world by the late great Chris Farley. no actor before or since has captured my interests in a movie since. because no actor before or since has put so much into his movies. this movie is worth the time, if you haven't taken the time to see it do so the next time you rent a movie.",positive
"Watching this movie was a waste of time. I was tempted to leave in the middle of the movie, but I resisted. I don't know what Ridley Scott intended, but I learned that in the army, women get as stupid as men. They learn to spit, to insult and to fight in combat, and that's also a waste of time (in my opinion). And, anyway, what the hell was that final scene in Lybia? Are they still fighting Gadafi or is it that it's easy for everyone to believe islamic people are always a danger?",negative
"The greatest tragedy man faces is that, capable so often of the divine he settles for the banal.From this fact does so much great tragedy emerge. Death in Venice is one of very few films with the patience and bravery to tackle this fact head-on.It confronts the human eye with beauty and inspiration in their two most inevitable human forms-self denial and decay. Undoubtedly this is the greatest film to have no discernable influence on mainstream cinema. Its austerely refined look, echoey sound, mixture of unsubtitled languages, and highly challenging themes being impossible to copy: as much an accident of its peculiar production as of the vision of its director. The central performance, at once rigid, aroused, and vulnerable in the face of expression and decadence highlights Bogarde as if not the best British actor of his generation then certainly the most adventurous. Able to hold on to sympathy as his desires take him over and interesting despite the endless close-ups and Mahler score playing above him Not one for a Friday night with your girlfriend but certainly OK if you want to explore the limits of human spiritual limitation.",positive
"As a former Kalamazoo resident with a fondness for the town I was looking forward to seeing this movie. But, what a disappointment! Although the acting and the production values aren't bad, the script is awful, the plot is unrealistic, and the theme is disturbing.<br /><br />The main message of this film is that Women are nothing without husbands and children. I can hardly believe how regressive it is in it's view of women. Has the writer been living under a rock? <br /><br />Although I enjoyed seeing my beloved city on the big screen, I wouldn't suggest this movie to anyone. It's terrible. It's an embarrassment to the city it's named after.",negative
"Kazuo Komizu strikes again with ""Entrails of a Beautiful Woman"", the sequel to ""Entrails of a Virgin"". This time around the story is based around a psychologist (Megumi Ozawa) who decides to take on the Yakuza to avenge the suicide of a doped-up and raped patient that winds up on her doorstep one day. When she gets over her head and the Yakuza capture her, she learns their insidious plat of doping up girls and selling them into slavery. It apparently ends badly when she overdoses from the cocaine. But she soon melds with another body to be disposed of to becomedum, dum, dum  ""Super Slime Hermaphrodite Zord""! This he, she = it makes mince meat out of the yakuza and saves the daynot really.<br /><br />Well it is better than ""Entrails of a Virgin"", but not by much. Most of the film (a whopping 67 minutes) consists of rape and sex with fogging and the usual ho-hum stuff. Almost towards the end we finally get our gore groove on with a few cool sequence (like an Alien-inspired penis-monster through the stomach scene and a gooey asphyxiation) but it still suffers from a hyper low budget feel that makes it fun but can't elevate it from z-grade soft horror-core fare.",positive
"To the eight people who found the previous FIERCE PEOPLE comments by ""Psycolicious Me"" and ""Topdany"" ""helpful,"" as well as to any future site visitors who see them before their authors delete them: these negative critique's are not only shorter than the site guidelines mandate, but they are entirely bogus, nonfactual, incorrect, and misinformative. For instance, Blythe's dad is in a coma, NOT dead--Maya and Finn even visit him in the hospital. Furthermore, it was estate deer poacher Dwayne--NOT Blythe--who knocked up Jilly the maid, etc., etc. So if you have ADD which makes you incapable of focusing on the simplest details, please keep your condition to yourself by not pretending to be Siskel or Ebert. Otherwise, include a disclaimer with your comments!",positive
"If I could give this film a real rating, it would likely be in the minus numbers. While I respect the fact that somebody has to keep making these terrible ""horror"" films, seriously, people, buying a ticket for this film is a waste of money you could be spending on something far more worth your time.<br /><br />Despite it being a horror film, there is nothing scary about it, unless the idea of seeing how many horror cliché's you can fit in one movie scares you. If the rating had been higher, it probably would have made for a better film in the long run.<br /><br />Whoever made this version of ""Prom Night"", you screwed up. The actors could probably have done a decent job if it weren't for the questionable scripting. This was a terrible waste of a cinema trip. I'd sooner go and see ""One Missed Call"" again, at least that had some plot.",negative
"ANTWONE FISHER is the story of a young emotionally troubled U.S. Navy seaman. His problems lead him to Jerome Davenport, a psychiatrist who helps him realize that his troubles stem from his childhood upbringing. <br /><br />Get ready to shed a tear or two. The movie could thaw the coldest heart. I loved the story, which turns from something so very awful to happen to anyone into a positive ending. ANTWONE FISHER is a powerful movie, most importantly about forgiveness. Other important issues that get you thinking are child abuse, adoption, and foster care.<br /><br />Oscar winner, Denzel Washington does an impressive job in his directorial debut. There were many scenes which I enjoyed watching. They included the beginning (dreams of a little boy  check out the gigantic-sized pancakes!) and the ending (dreams turned into reality), which beautifully tied the story together. <br /><br />Another wonderful scene occurred when the doctor encouraged Antwone to search for his family to find answers to his questions about his family that abandoned him. <br /><br />My favorite scene happened when the young man finally confronted his mother and her reaction towards him. Priceless.<br /><br />All the actors represented their parts well. <br /><br />In addition to directorial responsibilities, Mr. Washington continues to show why he won an Oscar award and is successful in all his acting roles. He had a strong presence in this movie.<br /><br />Actor, Derek Luke demonstrated why he was so right for the part of Antwone Fisher. He portrayed very real and heart-tugging work.<br /><br />Joy Bryant who played the part of Cheryl, Antwone's love interest, resembled a ray of sunshine on the screen. The chemistry flowed well between the romantic characters.<br /><br />Novella Nelson who played the part of Mrs. Tate, a despicable character, deserves special mention.<br /><br />Although we only see her for a few minutes, the actress who played Fisher's mother gave an outstanding performance.<br /><br />Everyone should see ANTWONE FISHER.",positive
"""Don't Drink the Water"" is an unbelievably bad film. It's based on a 1966 Broadway play by Woody Allen. It stars Jackie Gleason, the comic genius behind ""The Honeymooners"". The director, Howard Morris, has appeared in several Mel Brooks comedies (Life Stinks, High Anxiety, Silent Movie)and has made a mark in animation (characters he has voiced include Gopher from ""Pooh"", Jughead (Archie)and Beetle Bailey) What went wrong?<br /><br />I think the problem is that the premise is played out too seriously to work effectively. Allen's original play was tongue-in-cheek, which is why it worked on Broadway and in Allen's 1994 remake. The screenplay by R.S. Allen and Harvey Bullock beats the premise to death and makes too many changes from the original play. Making Gleason's wife an airhead in this version when she was a headstrong woman in the original is just one example of why this doesn't work.<br /><br />The acting isn't much better. Gleason does the best he can with the material, but he can't save this. Gleason was a comic genius , but also a fine actor as he demonstrated in ""The Hustler"" and ""Soldier in the Rain"". His abrasive personality could have worked here, but the lousy script doesn't even give him a chance. Too bad. Estelle Parsons' airhead wife will drive you nuts after 20 minutes. See how soon it'll take for YOU to want to strangle her. That is also a shame because she is also a fine actress, having turned in two exceptional performances in ""Bonnie and Clyde"" and ""Rachel, Rachel"" None of the other actors do particularly well either.<br /><br />Woody Allen hated this film so much that he remade the film in 1994 with himself and Julie Kavner (Marge Simpson) in the leads. They manage to hit all the right notes and the film itself is a comic masterpiece. It's finally on video after a long battle over rights. Do go out and find that version. All the 1969 original is good for is clearing out unwanted guests who overstay their welcome.<br /><br />1/2* out of 4 stars",negative
"A SHIRLEY TEMPLE Short Subject.<br /><br />It can get mighty rough at Buttermilk Pete's Cafe when the local contingency of diaper-clad WAR BABIES come in for their midday milk break.<br /><br />This primitive little film - a spoof of military movies - provides a few chuckles, but little else: tiny tots talking tough can begin to pall in a short time. Shirley Temple, playing a duplicitous hip-swinging French miss, hasn't much to do in this pre-celebrity performance. Highlight: the real signs of toddler temper when a few of the infants unexpectedly get well & truly soaked with milk.<br /><br />Often overlooked or neglected today, the one and two-reel short subjects were useful to the Studios as important training grounds for new or burgeoning talents, both in front & behind the camera. The dynamics for creating a successful short subject was completely different from that of a feature length film, something akin to writing a topnotch short story rather than a novel. Economical to produce in terms of both budget & schedule and capable of portraying a wide range of material, short subjects were the perfect complement to the Studios' feature films.",positive
"I wouldn't be surprised if Soderbergh was pressured to avoid making pre- revolution Cuba as graphically corrupt as it was. Merely reciting a few statistics isn't going to make it with the younger crowd. Still, part one, which is almost entirely shot in the jungle, does capture the feel of that place, especially when traversing the mountainous areas of Cuba. I liked Del Toro's interpretation of Che Guevara's personality. And the actor who plays Castro, Bichir, also did a great job, against all odds. It's clear Soderbergh doesn't look down on these people, but it's also clear he's not going to plea their case to 'yanquis' far removed from the recent past. Some of the more important historical aspects contradict what I've read. To my knowledge Castro did not court the Soviet Union until all attempts to gain acceptance from the United States were exhausted. But on other aspects he is right on, especially as to the looting by the expatriates as the island went other rebel control. The country's treasury was left empty.",positive
"All the characters in this cartoon were hilarious. Norman the Viking guardian had some memorable phrases and the skull master, the bad guy, would always be vowing to kill Max with some insane cackling. The writing is the best. <br /><br />I was glued to the set when this would come on when I was younger. If they came out with a DVD of all the episodes they made I would be forced to buy it. This and a Conan the Barbarian cartoon are the ones I miss the most from childhood. I think these cartoons are the most unappreciated out of all the great cartoons. I used to watch these cartoons on channel 13 in the Los Angeles Area. <br /><br />I remember the owl was always afraid, warning Max that he was in trouble and that he was the chosen one. Max didn't believe that he was the chosen one and always gave the owl trouble. Norman was less talkative but his simplicity was funny. He would say things like ""I eat monsters for breakfast"" when he was battling them. And then when he was battling zombies he would say ""I eat zombies for...nevermind."" Classic cartoon comedy and action.<br /><br />I vote that they re-air Mighty Max.",positive
"""Season on the Brink"" is one of my favorite books of all time - an insightful unflinching look at Bob Knight and his Indiana Hoosiers. And Dennehy is one of my favorite supporting actors of all time. So I made a point of watching this adaptation.<br /><br />It disappointed on every level. Dennehy's performance was less than inspired, and he seemed unprepared to play Knight - like he had accepted the role just prior to filming. The rest of the cast isn't much better.<br /><br />And it was obvious that this was ESPN's first movie. It was poorly directed, poorly filmed, and the lack of budget was obvious anytime games were being simulated (smaller gyms, empty seats, etc.) Skip this adaptation and read the book - it holds up well to this day!",negative
"I too was fortunate enough to see ""Checking Out"" with Peter Falk at The Phoenix Film Festival. This is an extremely sweet character driven film that leaves the audience enthralled in the Applebaum's plight in life. More than funny, each character in the family contributes priceless comic relief that not only spurs laughter but inspires a few joyful tears as well. Peter Falk was born to play this role. He plays a 90ish ""young"" father of three who brings his adult children together in what could possibly be one of the most important times in his and their lives. The 2 day journey that the Applebaum family takes though the delightful backdrop of New York (with carefully selected characters), not only leaves the audience wanting more, but nourishes ones own sense of family. ""Checking Out"" is a must see film, not only for all those who cherish family, but also all those who don't!!! My thanks to the director who took the chance to bring this GIFT to its audience. Robin Sly, Scottsdale, Arizona",positive
"God bless Joe D'Amato...I love Italian horror, cheese (movie-wise ;)), sci-fi, etc.<br /><br />This one, admittedly, was a bit harder to watch, but another fun BAD movie.<br /><br />I like how people preface a negative review with ""I normally enjoy bad movies, but..."" No buts, this was a bad movie FOR people who love bad movies. It's one of my top bad movies.<br /><br />Miles O'Keefe was a poor man's Conan, but oh what fun. Who can't have fun with a primitive nuclear bomb, a hangglider and a cheesy rubber monster? It's fine to hate this movie if you only like Hollywood drek like ""Titanic"" or ""Pretty Woman"" but if you truly, I mean TRULY love bad movies, check this one out.<br /><br />This is one of those movies that are fun to rent for a beerbust or when you have a couple buddies around and looking for a little mindless fun.<br /><br />My rating 8/10.",positive
"""Shadrach"" was not my favorite type of movie. I found it overly sentimental and the acting was below par. Harvey Keitel and Andie MacDowell were good but some of the other actors weren't at all believable. I also did not believe that Paul's parents would go away and leave him with the Dabney family, especially when they had a housekeeper living in the home. Their social classes were too far apart to consider this believable. It seemed the Dabney's lifestyle was too exaggerated. There was a scene in the beginning of the movie that showed Andie MacDowell getting out of a car after having sex with someone. Who was it? Her son? What was the scene supposed to show us? Why was the scene even included? It had nothing to do with the rest of the movie and was in fact never alluded to again. It seemed gratuitous and not fitting into the story at all. There were too many inconsistencies in the movie for me. The story concerning Shadrach was nice but I wasn't convinced that the Dabneys would have been as kind and generous as they were portrayed.",negative
"Had the pleasure to see this film at the Big Bear Film Festival where it won the Audience Award. And I have to say, it was well deserved because Boy Next Door is a very funny short film! The script is well written and keeps things escalating. It also has a great current of suspense coursing through it. You don't know what's going to happen next as the main character tries to deal with the realization that his new neighbor might not be the most ideal person to be living across from him. The jokes are quick and unexpected. The plot keeps us guessing. The dialog feels very real. I thought the direction was first-rate and the director Travis Davis shows a lot of potential for making it big in the world of studio comedies. Not small praise considering he also is the lead actor of the film, so he had to do triple duty on this, writing, directing and starring. If you get a chance to see this film on iTunes, it's worth the download. It'll make you laugh out loud a few times. And that's more than most shorts offer these days.",positive
"Some wonder why there weren't anymore Mrs. Murphy movies after this one. Will it's because this movie totally blew snot. Disney was not the right studio to run this film. MAYBE Touchstone (well, they're owned by Disney, but it'd be more adult). The film is too kid-ish, as the book series is not. The casting is all wrong for the characters. The characters don't even act the way they do in the books. And why was Tucker changed to a guy? He's a girl in the frigging books! Was this done to make the film appeal to boys? Sheesh. And where was Pewter, the gray cat? One of the funniest characters from the book is absent from this filth. Rita Mae Brown is a good writer, but letting Disney blow her work was wrong. An animated feature film, perhaps in the vane of Don Bluth's artwork would suit a better Mrs. Murphy film. Overall, I give this a 2, because at least Disney made a film from an under-appreciated book series. But, I wish they did better. Either way, I still have my books to entertain me.",negative
"Milos Forman's original HAIR was the perfect movie that actually revealed how life was changing in those years, not only in the USA, but especially in this country. One of the plots in the film was to be used in other films to come after Hair, for example, in American Graffitti, etc. It was an original story with a touch of generational sadness in it. The characters in the film were like lonely ""cells"" in a ""body"" that was changing all over. Overall, a very good film, perhaps a little underrated though. Annie Golden's role was minor but she acted very well. It was the film that practically launched John Savage as an actor. One of the members of the Chicago played his role well even though it was a minor role.",positive
"Much has been written about Purple Rain, the apparent ""quin-essential"" musician bio movie, however I'm here to tell you that the movie does not deserve it's high praise.<br /><br />First of all let's get one thing straight Prince is a great musician and Music is the one area where Purple Rain excels. Even the score is mesmerising, and if this was shot purely as a concert film it would be a great experience unfortunately it's not and as such the movie has some problems.<br /><br />First of all is the horrendous acting/writing, Prince's character ""The Kid"" is supposed to come off as some type of mysterious loner of few words unfortunately this just comes off as corny and incensere. A good loner character should at least have some talkative moments, unfortunately Prince's character rarely has over a few words of dialog in the film and it's hard to believe that he'd get the girl this way. Everything just seems a little off here, which is a shame because you can tell this is a character that's terribly conflicted and lives a very complicated live, but we aren't ever allowed to get inside of it.<br /><br />A surprising aspect of this film is just how much of this takes place in concert. Prince and Morris's lives seemingly take a back seat to the performances here, which I guess makes sense from a business perspective, but it's exhausting to have a 2 hour movie where seemingly half of it takes place on stage, especially when the character's back stories get pushed aside for it.<br /><br />So to sum it up: This isn't a very good movie.",negative
"This movie's origins are a mystery to me, as I only know as much as IMDB did before I rented it. I assume that before ""Starship Troopers"", ""Killshot"" was one of the countless unaired pilots that never made it to network, cable, or otherwise. The new title of ""Kill Shot"" is comically thrown into the opening sequence, the first of many quick clues that this was not ever intended for the cinema. The quick cuts, cheesy ""Melrose Place"" music, and short 2-second close-up candid shots of the main actors let you know what you're in for.<br /><br />And I don't mind at all. I rented this movie seeing the repackaging that puts Casper Van Dien and Denise Richards on the cover in front of a volleyball net thinking it would be funny to see them in a movie besides the SciFi travesty of Starship Troopers (an excellent book, in my opinion, not so hot a movie - but that's another review). After looking it up on IMDB, my roommate and I surmised that the pilot was dragged up after the apparent success of Troopers and Richards own career (see Bond-Girl and Wild Things references here). They threw in a sex scene involving a minor character to reach the coveted R-rated status - coveted in suspense Video Rental sections, that is. In any event, they should have left it unrated if you're trying to sell it in the suspense/softcore porn section.<br /><br />All in all, it's entertaining. I hate to spoil the fun of telling you it's a TV pilot, though. That was the biggest pull while watching it - when you expect a cinematic movie and get a TV show, the differences between them make themselves more clear than usual.<br /><br />Would I rent it again? No. Would I watch this TV show? Well, why not - it's better than Baywatch. And their meager attempts at hitting all demographics would have done well back in the mid 90s. Token black guy (who's gay to avoid the TV taboo of inter-racial dating), token Asian (Japanese, I assume from the name Koji) more adept at science and computers than talking to women, beautiful, intelligent Latina pre-med student who has everything going for her except her family's bank account - this show probably would have done ok.<br /><br />But as a movie it just cracks me.<br /><br />I gave it a 7 out of 10, considering what it was and what it was forced to become. It made for a very enjoyable evening, and that's all I ask of rentals.",positive
"Peter Coyote was the only name that I recognised from the cast list, so I wasn't too keen on watching this film. The only comment on IMDb was positive, so I watched it on late night T.V. I would recommend this movie as a good late night viewing. It's better than a lot of this genre. The plot is excellent, the acting isn't brilliant, but it's not bad. I don't usually like flashbacks but in this film they work. As I've stated, I didn't recognise any of the cast by name, but I recognised Michele Lee, who gave a decent, hard working performance, as the woman wanting to stand by her man, who is lying to her. (Was it Knots Landing?) Anyhow, she's wearing really well. Note: You may enjoy it more, if you miss the first few seconds of the credits. I did and it helped me. When you see the end credits, you'll get what I mean The Wayne Kennedy character, who is really weird, takes this to a 7 rather than a 6.",positive
